nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng
Avenida de los Madro±os;963;956;1120;1;CICLOCALLES;-1;0;Avenida de los Madro±os;MADROÐOS;1994,94603815000
Avenida del Papa Negro;964;957;1120;1;CICLOCALLES;-1;0;Avenida del Papa Negro;PAPA NEGRO;575,30980700300
Calle de RamÝrez de Arellano;965;958;1120;1;CICLOCALLES;-1;0;Calle de RamÝrez de Arellano;RAMIREZ DE ARELLANO;224,68521540300
Calle de Torrecilla del Puerto;966;959;1120;1;CICLOCALLES;-1;0;Calle de Torrecilla del Puerto;TORRECILLA DEL PUERTO;281,23534502300
Avenida de la Gran VÝa de Hortaleza;967;960;1121;2;PEATONAL;0;0;Avenida de la Gran VÝa de Hortaleza;GRAN VIA DE HORTALEZA;790,85262615300
Calle de Arturo Soria;968;961;1122;1;CICLOCALLES;-1;0;Calle de Arturo Soria;ARTURO SORIA;425,94954541400
Calle de Arturo Soria;969;962;1123;1;CICLOCALLES;1;0;Calle de Arturo Soria;ARTURO SORIA;313,65890503200
Calle de AlbarracÝn;970;963;1124;1;CICLOCALLES;1;0;Calle de AlbarracÝn;ALBARRACIN;204,43704351200
Calle del General Aranaz;971;964;1124;1;CICLOCALLES;1;0;Calle del General Aranaz;GENERAL ARANAZ;1632,52284914000
Calle de la Marquesa de Torrecilla;972;965;1125;1;CICLOCALLES;-1;0;Calle de la Marquesa de Torrecilla;MARQUESA DE TORRECILLA;168,04906386000
Calle de Protasio G¾mez;973;966;1125;1;CICLOCALLES;-1;0;Calle de Protasio G¾mez;PROTASIO GOMEZ;232,63467316400
Calle de El Algabe±o;974;967;1126;1;CICLOCALLES;1;0;Calle de El Algabe±o;EL ALGABEÐO;1469,68042319000
Calle de Asura;975;968;1127;1;CICLOCALLES;1;0;Calle de Asura;ASURA;1302,58340726000
Calle de Mesena;976;969;1127;1;CICLOCALLES;1;0;Calle de Mesena;MESENA;1625,21441209000
Calle de Mesena;977;970;1128;1;CICLOCALLES;1;0;Calle de Mesena;MESENA;1134,99812883000
Calle de A±astro;978;971;1129;1;CICLOCALLES;1;0;Calle de A±astro;AÐASTRO;663,85551830700
Calle de Gregorio Sßnchez Herrßez;979;972;1130;1;CICLOCALLES;1;0;Calle de Gregorio Sßnchez Herrßez;GREGORIO SANCHEZ HERRAEZ;773,48913133700
Camino Viejo de Burgos;980;973;1130;1;CICLOCALLES;1;0;Camino Viejo de Burgos;VIEJO DE BURGOS;821,50200616000
Calle de Asura;981;974;1132;1;CICLOCALLES;1;0;Calle de Asura;ASURA;9,82619135320
Calle de Diego Ayll¾n;982;975;1132;1;CICLOCALLES;1;0;Calle de Diego Ayll¾n;DIEGO AYLLON;224,67621970800
Calle del Duque de Tamames;983;976;1132;1;CICLOCALLES;1;0;Calle del Duque de Tamames;DUQUE DE TAMAMES;224,00214283700
Calle de Julißn Hernßndez;984;977;1133;1;CICLOCALLES;1;0;Calle de Julißn Hernßndez;JULIAN HERNANDEZ;229,74352987000
Calle de Rafael BergamÝn;985;978;1133;1;CICLOCALLES;1;0;Calle de Rafael BergamÝn;RAFAEL BERGAMIN;363,99073075800
Calle de Sorzano;986;979;1133;1;CICLOCALLES;1;0;Calle de Sorzano;SORZANO;497,63758666900
Calle del Carril del Conde;987;980;1134;1;CICLOCALLES;1;0;Calle del Carril del Conde;CARRIL DEL CONDE;608,88591303200
Calle del Padre Claret;988;981;1135;2;PEATONAL;0;0;Calle del Padre Claret;PADRE CLARET;115,56562206800
Calle de Asura;989;982;1136;1;CICLOCALLES;1;0;Calle de Asura;ASURA;86,05712955040
Calle del General Aranaz;990;983;1136;1;CICLOCALLES;1;0;Calle del General Aranaz;GENERAL ARANAZ;76,89990329890
Calle de la Virgen del Portillo;991;984;1137;1;CICLOCALLES;-1;0;Calle de la Virgen del Portillo;VIRGEN DEL PORTILLO;998,62588858200
Calle del Padre Claret;992;985;1138;2;PEATONAL;0;0;Calle del Padre Claret;PADRE CLARET;245,25992213800
Calle de Cidam¾n;993;986;1140;1;CICLOCALLES;-1;0;Calle de Cidam¾n;CIDAMON;222,51035389900
Calle de Lorenzo Solano Tendero;994;987;1140;1;CICLOCALLES;1;0;Calle de Lorenzo Solano Tendero;LORENZO SOLANO TENDERO;227,17334721100
Calle de Manuel del Valle;995;988;1140;1;CICLOCALLES;1;0;Calle de Manuel del Valle;MANUEL DEL VALLE;226,57586548800
Calle de Asura;996;1590;1525;1;CICLOCALLES;1;0;Calle de Asura;ASURA;43,20598770510
Calle de Asura;997;989;1141;1;CICLOCALLES;1;0;Calle de Asura;ASURA;469,04852270800
Avenida de Corendelet;998;990;1141;1;CICLOCALLES;1;0;Avenida de Corendelet;CORONDELET;97,32495056340
Calle del General Aranaz;999;991;1141;1;CICLOCALLES;1;0;Calle del General Aranaz;GENERAL ARANAZ;77,14584874960
Avenida de los Madro±os;1000;992;1141;1;CICLOCALLES;1;0;Avenida de los Madro±os;MADROÐOS;41,86493767710
Calle de Agastia;1001;993;1143;1;CICLOCALLES;-1;0;Calle de Agastia;AGASTIA;318,54694702100
Pasaje de Do±a Carlota;1002;994;1145;1;CICLOCALLES;1;0;Pasaje de Do±a Carlota;DOÐA CARLOTA;144,85914018800
Calle de Santa Hortensia;1003;995;1146;1;CICLOCALLES;-1;0;Calle de Santa Hortensia;SANTA HORTENSIA;550,35575854600
Avenida de Bruselas;1004;996;1147;1;CICLOCALLES;-1;0;Avenida de Bruselas;BRUSELAS;782,74515392400
Calle de Brescia;1005;997;1148;1;CICLOCALLES;1;0;Calle de Brescia;BRESCIA;77,12309914250
Avenida de AmÚrica;1006;998;1149;2;PEATONAL;0;0;Avenida de AmÚrica;AMERICA;213,80312924500
Avenida de la Paz;1007;999;1150;2;PEATONAL;0;0;Avenida de la Paz;PAZ;171,49658253900
Calle de Brescia;1008;1000;1151;1;CICLOCALLES;1;0;Calle de Brescia;BRESCIA;319,33142950800
Calle de Francisco Santos;1009;1001;1152;2;PEATONAL;0;0;Calle de Francisco Santos;FRANCISCO SANTOS;62,93113677270
Calle de Santa Hortensia;1011;1003;1158;1;CICLOCALLES;-1;0;Calle de Santa Hortensia;SANTA HORTENSIA;327,55269492200
Calle de ValdovÝn;1012;1004;1160;2;PEATONAL;0;0;Calle de ValdovÝn;VALDOVIN;125,59259599600
Calle de Dolores;1013;1005;1161;1;CICLOCALLES;1;0;Calle de Dolores;DOLORES;56,77731113060
Calle del Padre Claret;1014;1006;1162;1;CICLOCALLES;-1;0;Calle del Padre Claret;PADRE CLARET;383,31153042700
Calle de Gustavo Fernßndez Balbuena;1015;1007;1165;1;CICLOCALLES;1;0;Calle de Gustavo Fernßndez Balbuena;GUSTAVO FERNANDEZ BALBUENA;130,55055025000
Calle de Sßnchez Pacheco;1016;1008;1166;1;CICLOCALLES;1;0;Calle de Sßnchez Pacheco;SANCHEZ PACHECO;547,59944870900
Avenida de la Paz;1017;1009;1167;2;PEATONAL;0;0;Avenida de la Paz;PAZ;320,24596750100
Calle de MartÝnez Izquierdo;1018;1010;1168;2;PEATONAL;0;0;Calle de MartÝnez Izquierdo;MARTINEZ IZQUIERDO;109,74639191400
Calle de Rafael BergamÝn;1019;1011;1170;1;CICLOCALLES;-1;0;Calle de Rafael BergamÝn;RAFAEL BERGAMIN;414,40013424500
Calle de RamÝrez de Arellano;1020;1012;1170;1;CICLOCALLES;1;0;Calle de RamÝrez de Arellano;RAMIREZ DE ARELLANO;502,61989767200
Calle de Rafael BergamÝn;1021;1013;1171;1;CICLOCALLES;1;0;Calle de Rafael BergamÝn;RAFAEL BERGAMIN;429,53755598400
Calle de RamÝrez de Arellano;1022;1014;1171;1;CICLOCALLES;1;0;Calle de RamÝrez de Arellano;RAMIREZ DE ARELLANO;247,07959794800
Manzanares;1023;1015;1173;2;PEATONAL;0;0;Manzanares;MANZANARES;55,52439416680
Manzanares;1024;1016;1174;2;PEATONAL;0;0;Manzanares;MANZANARES;74,61717279570
Manzanares;1025;1017;1177;2;PEATONAL;0;0;Manzanares;MANZANARES;38,43643357140
Calle de Manuel Uribe;1026;1018;1180;1;CICLOCALLES;0;1;Calle de Manuel Uribe;MANUEL URIBE;218,69598497800
Calle del Pintor Ribera;1027;1019;1183;1;CICLOCALLES;1;0;Calle del Pintor Ribera;PINTOR RIBERA;529,95955882700
Calle del Pintor Ribera;1028;1020;1184;2;PEATONAL;0;0;Calle del Pintor Ribera;PINTOR RIBERA;30,60183705040
Calle de Federico Salm¾n;1029;1021;1185;1;CICLOCALLES;1;0;Calle de Federico Salm¾n;FEDERICO SALMON;427,96743648600
Calle de la Drßcena;1030;1022;1186;1;CICLOCALLES;1;0;Calle de la Drßcena;DRACENA;222,71517201500
Calle de Santa MarÝa Magdalena;1031;1023;1189;1;CICLOCALLES;1;0;Calle de Santa MarÝa Magdalena;SANTA MARIA MAGDALENA;241,29444043100
Calle del General Aranaz;1032;1024;1191;1;CICLOCALLES;-1;0;Calle del General Aranaz;GENERAL ARANAZ;222,83952811000
Calle de Fernßndez Caro;1033;1025;1194;1;CICLOCALLES;1;0;Calle de Fernßndez Caro;FERNANDEZ CARO;17,23979727760
Calle de los Misterios;1034;1026;1194;1;CICLOCALLES;1;0;Calle de los Misterios;MINISTERIOS;737,34211972600
Calle del General Aranaz;1035;1027;1204;2;PEATONAL;0;0;Calle del General Aranaz;GENERAL ARANAZ;63,48153266910
Calle de Florencio GarcÝa;1036;1028;1205;1;CICLOCALLES;1;0;Calle de Florencio GarcÝa;FLORENCIO GARCIA;332,05780408800
Calle de Boldano;1037;1029;1207;1;CICLOCALLES;1;0;Calle de Boldano;BOLDANO;186,75018338400
Calle de Alcalß;1038;1030;1210;2;PEATONAL;0;0;Calle de Alcalß;ALCALA;124,33504574700
Calle de ?ngel Larra;1039;1031;1211;1;CICLOCALLES;1;0;Calle de ?ngel Larra;ANGEL LARRA;405,97415505700
Calle de Vßzquez de Mella;1040;1032;1213;1;CICLOCALLES;1;0;Calle de Vßzquez de Mella;VAZQUEZ DE MELLA;421,59722608700
Calle de la Virgen de Lluc;1041;1033;1214;1;CICLOCALLES;1;0;Calle de la Virgen de Lluc;VIRGEN DE LLUC;1349,84609620000
Calle del General Aranaz;1042;1034;1215;2;PEATONAL;0;0;Calle del General Aranaz;GENERAL ARANAZ;252,55524873400
Calle de Fernßndez Caro;1043;1035;1216;1;CICLOCALLES;-1;0;Calle de Fernßndez Caro;FERNANDEZ CARO;159,91834114000
Calle de Fernßndez Caro;1044;1036;1217;2;PEATONAL;0;0;Calle de Fernßndez Caro;FERNANDEZ CARO;62,65428417940
Calle de Fernßndez Caro;1045;1037;1218;1;CICLOCALLES;1;0;Calle de Fernßndez Caro;FERNANDEZ CARO;179,70074474500
Calle de Fernßndez Caro;1046;1038;1219;1;CICLOCALLES;1;0;Calle de Fernßndez Caro;FERNANDEZ CARO;203,51190688600
Calle del Estrecho de Corea;1047;1039;1220;1;CICLOCALLES;-1;0;Calle del Estrecho de Corea;ESTRECHO DE COREA;282,95393449600
Calle de Fernßndez Caro;1048;1040;1220;1;CICLOCALLES;-1;0;Calle de Fernßndez Caro;FERNANDEZ CARO;386,94510576700
Calle del Carril del Conde;1049;1041;1223;1;CICLOCALLES;1;0;Calle del Carril del Conde;CARRIL DEL CONDE;292,12206398600
Calle de Puerto de Santa MarÝa;1050;1042;1223;1;CICLOCALLES;1;0;Calle de Puerto de Santa MarÝa;PUERTO DE SANTA MARIA;523,52681212000
Calle de Calanda;1051;1043;1225;1;CICLOCALLES;1;0;Calle de Calanda;CALANDA;466,22655579800
Calle de Canillas;1052;1044;1226;1;CICLOCALLES;1;0;Calle de Canillas;CANILLAS;1005,13265257000
Calle de Montalbos;1053;1045;1226;1;CICLOCALLES;1;0;Calle de Montalbos;MONTALBOS;485,10333633600
Calle de Puerto de Santa MarÝa;1054;1046;1230;2;PEATONAL;0;0;Calle de Puerto de Santa MarÝa;PUERTO DE SANTA MARIA;1317,79653107000
Calle de Melisa;1055;1047;1242;1;CICLOCALLES;1;0;Calle de Melisa;MELISA;86,58942649340
Calle de Nuestra Se±ora de la Luz;1056;1048;1243;1;CICLOCALLES;1;0;Calle de Nuestra Se±ora de la Luz;NUESTRA SEÐORA DE LA LUZ;441,00281019800
Calle de Ricardo San Juan;1057;1049;1246;1;CICLOCALLES;1;0;Calle de Ricardo San Juan;RICARDO SAN JUAN;340,33452509500
Calle de Ricardo San Juan;1058;1050;1247;1;CICLOCALLES;1;0;Calle de Ricardo San Juan;RICARDO SAN JUAN;322,47602203700
;1059;1051;1248;1;CICLOCALLES;0;0;;;131,67484481300
Calle de Utrillas;1060;1052;1250;1;CICLOCALLES;1;0;Calle de Utrillas;UTRILLA;315,43250819600
Avenida de la Virgen del Carmen;1061;1053;1251;1;CICLOCALLES;1;0;Avenida de la Virgen del Carmen;VIRGEN DEL CARMEN;807,23041877300
Carretera de Acceso a la Estaci¾n de Hortaleza;1062;1054;1252;1;CICLOCALLES;1;0;Carretera de Acceso a la Estaci¾n de Hortaleza;ESTACION DE HORTALEZA;733,72616443600
Carretera de Acceso a la Estaci¾n de Hortaleza;1063;1055;1253;1;CICLOCALLES;-1;0;Carretera de Acceso a la Estaci¾n de Hortaleza;ESTACION DE HORTALEZA;731,02337033600
Avenida de San Luis;1064;1056;1254;2;PEATONAL;0;0;Avenida de San Luis;SAN LUIS;313,10142744200
Calle de Toscana;1065;1057;1256;1;CICLOCALLES;1;0;Calle de Toscana;TOSCANA;109,56139218400
Calle de Toscana;1066;1058;1257;1;CICLOCALLES;-1;0;Calle de Toscana;TOSCANA;122,63842107400
Calle de A±astro;1067;1059;1260;1;CICLOCALLES;1;0;Calle de A±astro;AÐASTRO;675,61480134900
Carretera de Acceso a la Estaci¾n de Hortaleza;1068;1060;1267;1;CICLOCALLES;-1;0;Carretera de Acceso a la Estaci¾n de Hortaleza;ESTACION DE HORTALEZA;185,07777756200
Calle de A±astro;1069;1061;1269;1;CICLOCALLES;-1;0;Calle de A±astro;AÐASTRO;44,14398371180
Calle de A±astro;1070;1062;1270;1;CICLOCALLES;1;0;Calle de A±astro;AÐASTRO;45,17353622470
Avenida de la Gran VÝa de Hortaleza;1071;1063;1276;1;CICLOCALLES;-1;0;Avenida de la Gran VÝa de Hortaleza;GRAN VIA DE HORTALEZA;440,29293215800
Avenida de la Gran VÝa de Hortaleza;1072;1064;1277;1;CICLOCALLES;1;0;Avenida de la Gran VÝa de Hortaleza;GRAN VIA DE HORTALEZA;448,73850418600
Avenida de San Luis;1073;1065;1282;2;PEATONAL;0;0;Avenida de San Luis;SAN LUIS;451,20609887400
Carretera de Acceso a la Estaci¾n de Hortaleza;1074;1066;1283;1;CICLOCALLES;1;0;Carretera de Acceso a la Estaci¾n de Hortaleza;ESTACION DE HORTALEZA;182,69674504700
Carretera de Acceso a la Estaci¾n de Hortaleza;1075;1067;1285;1;CICLOCALLES;0;1;Carretera de Acceso a la Estaci¾n de Hortaleza;ESTACION DE HORTALEZA;103,54562052800
Calle del Mar de las Antillas;1076;1068;1290;1;CICLOCALLES;0;1;Calle del Mar de las Antillas;MAR DE LAS ANTILLAS;87,74723303610
Avenida de la Virgen del Carmen;1077;1069;1291;1;CICLOCALLES;-1;0;Avenida de la Virgen del Carmen;VIRGEN DEL CARMEN;823,58307647800
Calle de Sim¾n BolÝvar;1078;1070;1292;1;CICLOCALLES;1;0;Calle de Sim¾n BolÝvar;SIMON BOLIVAR;152,03570566000
Carretera de Acceso a la Estaci¾n de Hortaleza;1079;1071;1295;2;PEATONAL;0;0;Carretera de Acceso a la Estaci¾n de Hortaleza;ESTACION DE HORTALEZA;244,38811753800
;1080;1072;1297;1;CICLOCALLES;0;0;;;131,97495795700
Calle del Mar de Aral;1081;1073;1298;1;CICLOCALLES;-1;0;Calle del Mar de Aral;MAR DE ARAL;356,28363251500
Calle de Calasparra;1082;1074;1300;1;CICLOCALLES;-1;0;Calle de Calasparra;CALASPARRA;196,04020868800
Parque Pinar de Barajas;1083;1075;1301;2;PEATONAL;0;0;Parque Pinar de Barajas;PARQUE PINAR DE BARAJAS;245,52369095200
Calle de Guadalajara;1084;1076;1303;2;PEATONAL;0;0;Calle de Guadalajara;GUADALAJARA;194,52553851600
Avenida del Arroyo del Santo;1085;1077;1304;1;CICLOCALLES;-1;0;Avenida del Arroyo del Santo;ARROYO DEL SANTO;436,48907279300
Avenida del Arroyo del Santo;1086;1078;1305;1;CICLOCALLES;1;0;Avenida del Arroyo del Santo;ARROYO DEL SANTO;431,45998171400
Calle de Albasanz;1087;1079;1306;1;CICLOCALLES;-1;0;Calle de Albasanz;ALBASANZ;1041,39008631000
Calle del Vizconde de Uzqueta;1088;1080;1307;1;CICLOCALLES;-1;0;Calle del Vizconde de Uzqueta;VIZCONDE DE UZQUETA;169,35852599400
Calle de Iquitos;1089;1081;1311;1;CICLOCALLES;1;0;Calle de Iquitos;IQUITOS;370,28791621800
Calle de AlegrÝa de Oria;1090;1082;1313;1;CICLOCALLES;1;0;Calle de AlegrÝa de Oria;ALEGRIA DE ORIA;432,62729780700
Calle de ArÚvalo Lara;1091;1083;1314;1;CICLOCALLES;-1;0;Calle de ArÚvalo Lara;AREVALO LARA;595,32731569400
Calle de Benamargosa;1092;1084;1317;1;CICLOCALLES;-1;0;Calle de Benamargosa;ARGOS;477,87333913400
Calle de Santa Leonor;1093;1085;1318;1;CICLOCALLES;1;0;Calle de Santa Leonor;SANTA LEONOR;340,47907023100
Calle de Riobamba;1094;1086;1321;1;CICLOCALLES;1;0;Calle de Riobamba;RIOBAMBA;137,61105716600
Calle de Alcalß;1095;1087;1322;2;PEATONAL;0;0;Calle de Alcalß;ALCALA;53,82446501850
Calle de Juan Ignacio Luca de Tena;1096;1088;1324;2;PEATONAL;0;0;Calle de Juan Ignacio Luca de Tena;JUAN IGNACIO LUCA DE TENA;125,65018572600
Calle de Dionisio Inca Yupanqui;1097;1089;1327;1;CICLOCALLES;-1;0;Calle de Dionisio Inca Yupanqui;DIONISIO INCA YUPANQUI;695,27124265400
Avenida de Machu Picchu;1098;1090;1328;2;PEATONAL;0;0;Avenida de Machu Picchu;MACHUPICHU;25,77486464840
Avenida de Machu Picchu;1099;1091;1330;2;PEATONAL;0;0;Avenida de Machu Picchu;MACHUPICHU;197,55927773700
Avenida de Machu Picchu;1100;1092;1331;1;CICLOCALLES;1;0;Avenida de Machu Picchu;MACHUPICHU;87,54063255890
Avenida de Machu Picchu;1101;1093;1332;1;CICLOCALLES;-1;0;Avenida de Machu Picchu;MACHUPICHU;86,63240863360
Avenida de Machu Picchu;1102;1094;1333;2;PEATONAL;0;0;Avenida de Machu Picchu;MACUPICHU;31,13017160560
Calle de Diana;1103;1095;1336;1;CICLOCALLES;1;0;Calle de Diana;DIANA;330,73878756600
Calle de Nicolasa G¾mez;1104;1096;1337;1;CICLOCALLES;-1;0;Calle de Nicolasa G¾mez;NICOLASA GOMEZ;420,43977715900
Calle de Nicolasa G¾mez;1105;1097;1338;1;CICLOCALLES;1;0;Calle de Nicolasa G¾mez;NICOLASA GOMEZ;421,15146573200
Calle de Inocenta de Mesa;1106;1098;1339;1;CICLOCALLES;-1;0;Calle de Inocenta de Mesa;INOCENTA DE MESA;282,53246855000
Calle del NÚctar;1107;1099;1339;1;CICLOCALLES;-1;0;Calle del NÚctar;NECTAR;614,75966381700
;1108;1100;1344;1;CICLOCALLES;0;0;;;131,50563212900
;1109;1101;1347;1;CICLOCALLES;0;0;;;131,71653058000
Calle de Guadalajara;1110;1102;1349;2;PEATONAL;0;0;Calle de Guadalajara;GUADALAJARA;226,55155993800
Calle de la Esfinge;1111;1103;1354;1;CICLOCALLES;1;0;Calle de la Esfinge;ESFINGE;416,44955633700
Calle de la Esfinge;1112;1104;1355;1;CICLOCALLES;-1;0;Calle de la Esfinge;ESFINGE;416,96559338900
Calle de San Venancio;1113;1105;1356;1;CICLOCALLES;1;0;Calle de San Venancio;SAN VENANCIO;259,78612981600
Plaza de Mora de Rubielos;1114;1106;1363;2;PEATONAL;0;0;Plaza de Mora de Rubielos;MORA DE RUBIELOS;74,30662786220
Calle de Barbastro;1115;1107;1364;1;CICLOCALLES;-1;0;Calle de Barbastro;BARBASTRO;113,22726870400
Calle de la Esfinge;1116;1108;1364;1;CICLOCALLES;-1;0;Calle de la Esfinge;ESFINGE;67,99718999680
Calle de Fraga;1117;1109;1364;1;CICLOCALLES;-1;0;Calle de Fraga;FRAGA;84,88563165000
Calle de la Raza;1118;1110;1364;1;CICLOCALLES;-1;0;Calle de la Raza;RAZA;297,09930654400
Plaza de Cupido;1119;1111;1365;1;CICLOCALLES;1;0;Plaza de Cupido;CUPIDO;37,28580705620
Calle de la Esfinge;1120;1112;1366;1;CICLOCALLES;-1;0;Calle de la Esfinge;ESFINGE;64,40259351760
Calle del Conde de las Posadas;1121;1113;1369;1;CICLOCALLES;-1;0;Calle del Conde de las Posadas;CONDE DE LAS POSADAS;325,58338782300
Calle de Luis de la Mata;1122;1114;1370;1;CICLOCALLES;1;0;Calle de Luis de la Mata;LUIS DE LA MATA;287,66222249100
;1123;1115;1371;1;CICLOCALLES;0;0;;;131,97497527100
Calle de Moreruela;1124;1116;1373;1;CICLOCALLES;0;1;Calle de Moreruela;MORUELA;94,98222254490
;1125;1117;1374;2;PEATONAL;0;0;;PASARELA PEATONAL;113,79885185800
;1126;1118;1375;2;PEATONAL;0;0;;PASARELA PEATONAL;114,45373247800
Avenida de la Paz;1127;1119;1380;2;PEATONAL;0;0;Avenida de la Paz;PAZ;15,99770181160
Calle de Guadalajara;1128;1120;1381;1;CICLOCALLES;-1;0;Calle de Guadalajara;GUADALAJARA;553,66626055700
Calle de Guare±a;1129;1121;1382;1;CICLOCALLES;0;1;Calle de Guare±a;GUAREÐA;547,76535851900
Calle de la Vidauba;1130;1122;1383;1;CICLOCALLES;0;1;Calle de la Vidauba;VIDAUBA;138,49765479100
Calle de la Duquesa de Parcent;1131;1123;1384;1;CICLOCALLES;0;1;Calle de la Duquesa de Parcent;DUQUESA DE PARCENT;170,82886558200
Calle de Gando;1132;1124;1385;1;CICLOCALLES;-1;0;Calle de Gando;GANDO;198,89196507400
Calle del General Millßn Astray;1133;1125;1386;1;CICLOCALLES;-1;0;Calle del General Millßn Astray;GENERAL MILLAN ASTRAY;43,13092664620
Calle de El Rompedizo;1134;1126;1387;1;CICLOCALLES;-1;0;Calle de El Rompedizo;ROMPEDIZO;252,40362227700
Calle de la Virgen del Camino;1135;1127;1388;1;CICLOCALLES;-1;0;Calle de la Virgen del Camino;VIRGEN DEL CAMINO;253,72283666500
Calle del General Saliquet;1136;1128;1389;1;CICLOCALLES;-1;0;Calle del General Saliquet;GENERAL SALIQUET;684,68880388000
Ronda del Tren;1137;1129;1390;1;CICLOCALLES;-1;0;Ronda del Tren;RONDA DEL TREN;652,37289318300
Calle de las Rosas de Aravaca;1138;1130;1390;1;CICLOCALLES;-1;0;Calle de las Rosas de Aravaca;ROSAS DE ARAVACA;552,53129221700
Ronda del Tren;1139;1131;1391;1;CICLOCALLES;1;0;Ronda del Tren;RONDA DEL TREN;645,39146419500
Calle de las Rosas de Aravaca;1140;1132;1391;1;CICLOCALLES;1;0;Calle de las Rosas de Aravaca;ROSAS DE ARAVACA;558,02136240000
Calle de Antonio de Cabez¾n;1141;1133;1394;1;CICLOCALLES;0;1;Calle de Antonio de Cabez¾n;ANTONIO DE CABEZON;1684,14936568000
Avenida de Burgos;1142;1134;1395;1;CICLOCALLES;1;0;Avenida de Burgos;BURGOS;288,60078600100
Calle del Bamb·;1143;1135;1396;1;CICLOCALLES;1;0;Calle del Bamb·;BAMBU;550,92136567600
Avenida de San Luis;1144;1136;1397;1;CICLOCALLES;1;0;Avenida de San Luis;SAN LUIS;1223,44558708000
Calle de JosÚ Bardasano Baos;1145;1137;1399;1;CICLOCALLES;1;0;Calle de JosÚ Bardasano Baos;JOSE BARDASANO BAOS;290,13592914500
Avenida de Burgos;1147;1139;1404;1;CICLOCALLES;1;0;Avenida de Burgos;BURGOS;472,35089545700
Plaza del Duque de Pastrana;1148;1140;1404;1;CICLOCALLES;1;0;Plaza del Duque de Pastrana;DUQUESA DE PASTRANA;55,07494893380
Calle de Andorra;1149;1141;1406;1;CICLOCALLES;1;0;Calle de Andorra;ANDORRA;110,12550230800
Calle de Nßpoles;1150;1142;1407;1;CICLOCALLES;1;0;Calle de Nßpoles;NAPOLES;573,67929099700
Calle de Montesa;1151;1143;1413;1;CICLOCALLES;-1;0;Calle de Montesa;MONTESA;62,05368889760
Calle de Julio Rey Pastor;1153;1145;1417;1;CICLOCALLES;-1;0;Calle de Julio Rey Pastor;JULIO REY PASTOR;183,19256342900
Plaza de los Reyes Magos;1154;1146;1418;1;CICLOCALLES;-1;0;Plaza de los Reyes Magos;REYES MAGOS;191,14187229600
Calle de Cavanilles;1155;1147;1419;1;CICLOCALLES;1;0;Calle de Cavanilles;CAVANILLES;284,18223447000
Calle de Garibay;1156;1148;1419;1;CICLOCALLES;1;0;Calle de Garibay;GARIBAY;250,59564031600
Calle de Abtao;1157;1149;1420;1;CICLOCALLES;1;0;Calle de Abtao;ABTAO;188,41108373400
Avenida de la Paz;1158;1150;1424;2;PEATONAL;0;0;Avenida de la Paz;PAZ;263,90124322700
Calle de Juan Bravo;1160;1152;1432;1;CICLOCALLES;1;0;Calle de Juan Bravo;JUAN BRAVO;102,17001292000
Calle de Cuart de Poblet;1161;1153;1435;1;CICLOCALLES;0;1;Calle de Cuart de Poblet;CUART DE POBLET;751,82347862400
Parque Cu±a Verde de Latina;1162;1154;1436;1;CICLOCALLES;0;1;Parque Cu±a Verde de Latina;CUÐA VERDE;248,41412015800
Calle de Ricardo Bellver;1163;1155;1437;1;CICLOCALLES;1;0;Calle de Ricardo Bellver;RICARDO BELLVER;46,02359344450
Calle de la Condesa de Teba;1164;1156;1438;1;CICLOCALLES;1;0;Calle de la Condesa de Teba;CONDESA DE TEBA;317,14345584200
Camino de las Cruces;1165;1157;1439;1;CICLOCALLES;1;0;Camino de las Cruces;CRUCES (D-11);109,33587878100
Camino de las Cruces;1166;1158;1440;1;CICLOCALLES;0;1;Camino de las Cruces;CRUCES (D-11);223,02861835800
Calle de Belzunegui;1167;1159;1441;1;CICLOCALLES;0;1;Calle de Belzunegui;BELZUNEGUI;403,69992486400
Plaza de la Parroquia;1168;1160;1442;1;CICLOCALLES;-1;0;Plaza de la Parroquia;PARROQUIA;64,02546805880
Calle de Monse±or Oscar Romero;1169;1161;1443;1;CICLOCALLES;-1;0;Calle de Monse±or Oscar Romero;MONSEÐOR OSCAR ROMERO;227,04900140600
Calle de Jes·s Castellanos;1170;1162;1445;1;CICLOCALLES;-1;0;Calle de Jes·s Castellanos;JESUS CASTELLANOS;69,11946270200
Paseo de Mu±oz Grandes;1171;1163;1446;1;CICLOCALLES;0;1;Paseo de Mu±oz Grandes;MUÐOZ GRANDES;43,23258571130
Calle de Castrojeriz;1172;1164;1447;1;CICLOCALLES;-1;0;Calle de Castrojeriz;CASTROGERIZ;305,28920152000
Paseo de Mu±oz Grandes;1173;1165;1448;1;CICLOCALLES;-1;0;Paseo de Mu±oz Grandes;MUÐOZ GRANDES;51,12363885130
Calle de Ram¾n Sßinz;1174;1166;1449;1;CICLOCALLES;-1;0;Calle de Ram¾n Sßinz;RAMON SAINZ;144,09542864400
Calle de Jabiru;1175;1167;1451;1;CICLOCALLES;-1;0;Calle de Jabiru;JABIRU;151,19352258800
Calle de Argensola;1176;1168;1457;1;CICLOCALLES;1;0;Calle de Argensola;ARGENSOLA;273,91590490800
